timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,ignore
2025-03-11 22:00:00,83110.71,83306.87,82981.3,83133.48,560.5699,2025-03-11 22:59:59.999,46609518.49945020,117908,249.92036000,20782284.70276020,0
2025-03-11 23:00:00,83133.48,83185.0,82550.52,82932.99,780.17427,2025-03-11 23:59:59.999,64602117.68100370,146432,353.11886000,29245097.83726930,0
2025-03-12 00:00:00,82932.99,83142.11,82604.95,82765.52,658.58485,2025-03-12 00:59:59.999,54571850.24039970,154971,338.24681000,28036676.04248730,0
2025-03-12 01:00:00,82765.52,83783.26,82752.58,83313.6,1260.16624,2025-03-12 01:59:59.999,105024042.49050880,195051,795.29436000,66282036.64998170,0
2025-03-12 02:00:00,83313.6,83330.04,82217.01,82430.79,1790.05082,2025-03-12 02:59:59.999,148082967.70880420,247793,759.38762000,62806734.98402050,0
2025-03-12 03:00:00,82430.8,82620.01,82100.61,82127.72,1003.13679,2025-03-12 03:59:59.999,82619212.74798700,178424,450.95394000,37155166.76083480,0
2025-03-12 04:00:00,82127.73,82180.0,81617.76,81811.05,1145.12345,2025-03-12 04:59:59.999,93742543.51988790,188957,533.56250000,43685033.70901480,0
2025-03-12 05:00:00,81811.05,82048.93,81617.0,81987.43,734.00302,2025-03-12 05:59:59.999,60078182.27662700,117679,418.45811000,34256537.57916250,0
2025-03-12 06:00:00,81987.44,81987.44,81296.0,81425.98,774.02218,2025-03-12 06:59:59.999,63173079.99970390,132173,289.03047000,23598319.48426220,0
2025-03-12 07:00:00,81425.97,82541.47,81332.66,82447.79,1412.35169,2025-03-12 07:59:59.999,115709042.27048470,257563,900.21584000,73790246.18216170,0
2025-03-12 08:00:00,82447.78,82841.82,82000.29,82689.67,1582.29339,2025-03-12 08:59:59.999,130530672.16294500,312694,726.37613000,59947661.21903630,0
2025-03-12 09:00:00,82689.66,82933.32,82228.09,82680.06,1177.88498,2025-03-12 09:59:59.999,97229185.61211010,205425,511.94131000,42269967.50593760,0
2025-03-12 10:00:00,82680.06,82771.05,82106.09,82492.67,1102.97753,2025-03-12 10:59:59.999,90856136.50898710,135675,537.30103000,44255115.04533730,0
2025-03-12 11:00:00,82492.67,83076.79,82430.01,83004.45,1011.46578,2025-03-12 11:59:59.999,83703801.50765190,135719,569.90885000,47166213.41112260,0
